epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w1_9,w1_10,w1_11,w1_12,w1_13,w1_14,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,w2_9,b1_0,b1_1,b1_2,b1_3,b1_4,b2_0,b2_1
752.000000,0.143320,0.115140,0.124574,0.112309,-0.223398,0.161262,0.153986,0.157017,0.148810,-0.285399,0.168176,0.166336,0.151922,0.114584,-0.299539,-1.830735,1.867346,-1.625789,1.636658,-1.630460,1.611462,-1.242825,1.321063,4.735237,-4.673057,-2.225797,-1.942943,-1.929815,-1.472067,4.507844,1.676243,-1.773817
753.000000,0.143333,0.115159,0.124589,0.112320,-0.223415,0.161285,0.154003,0.157033,0.148820,-0.285433,0.168194,0.166347,0.151938,0.114597,-0.299584,-1.831092,1.867704,-1.626107,1.636977,-1.630777,1.611779,-1.243076,1.321314,4.736011,-4.673832,-2.226296,-1.943401,-1.930271,-1.472442,4.508582,1.676414,-1.773987
754.000000,0.143347,0.115178,0.124605,0.112332,-0.223431,0.161308,0.154021,0.157049,0.148829,-0.285467,0.168213,0.166358,0.151953,0.114610,-0.299629,-1.831449,1.868062,-1.626425,1.637295,-1.631092,1.612096,-1.243325,1.321565,4.736784,-4.674605,-2.226795,-1.943859,-1.930727,-1.472817,4.509319,1.676585,-1.774158
755.000000,0.143360,0.115196,0.124620,0.112343,-0.223448,0.161331,0.154038,0.157066,0.148839,-0.285501,0.168231,0.166369,0.151968,0.114623,-0.299674,-1.831805,1.868418,-1.626742,1.637613,-1.631408,1.612412,-1.243575,1.321815,4.737556,-4.675377,-2.227293,-1.944316,-1.931181,-1.473191,4.510054,1.676755,-1.774328
756.000000,0.143373,0.115215,0.124635,0.112354,-0.223465,0.161353,0.154055,0.157082,0.148849,-0.285535,0.168249,0.166380,0.151984,0.114636,-0.299719,-1.832161,1.868775,-1.627059,1.637931,-1.631723,1.612727,-1.243824,1.322064,4.738326,-4.676147,-2.227790,-1.944772,-1.931635,-1.473565,4.510788,1.676925,-1.774497
757.000000,0.143387,0.115234,0.124651,0.112365,-0.223481,0.161376,0.154073,0.157098,0.148858,-0.285569,0.168267,0.166390,0.151999,0.114649,-0.299764,-1.832516,1.869131,-1.627375,1.638247,-1.632037,1.613042,-1.244073,1.322314,4.739095,-4.676917,-2.228287,-1.945227,-1.932088,-1.473938,4.511521,1.677095,-1.774667
758.000000,0.143400,0.115253,0.124666,0.112377,-0.223498,0.161398,0.154090,0.157114,0.148868,-0.285602,0.168285,0.166401,0.152014,0.114661,-0.299809,-1.832870,1.869486,-1.627691,1.638564,-1.632351,1.613357,-1.244321,1.322563,4.739863,-4.677685,-2.228782,-1.945682,-1.932541,-1.474311,4.512252,1.677265,-1.774836
759.000000,0.143413,0.115272,0.124681,0.112388,-0.223514,0.161421,0.154108,0.157130,0.148878,-0.285636,0.168304,0.166412,0.152029,0.114674,-0.299854,-1.833224,1.869840,-1.628006,1.638880,-1.632664,1.613671,-1.244569,1.322811,4.740629,-4.678452,-2.229277,-1.946136,-1.932992,-1.474683,4.512983,1.677434,-1.775005
760.000000,0.143426,0.115290,0.124696,0.112399,-0.223531,0.161444,0.154125,0.157146,0.148887,-0.285670,0.168322,0.166423,0.152045,0.114687,-0.299899,-1.833578,1.870194,-1.628321,1.639195,-1.632977,1.613984,-1.244816,1.323059,4.741394,-4.679217,-2.229771,-1.946589,-1.933443,-1.475054,4.513711,1.677603,-1.775173
761.000000,0.143440,0.115309,0.124711,0.112410,-0.223547,0.161466,0.154142,0.157162,0.148897,-0.285704,0.168340,0.166434,0.152060,0.114700,-0.299943,-1.833931,1.870548,-1.628635,1.639510,-1.633290,1.614297,-1.245063,1.323307,4.742158,-4.679982,-2.230264,-1.947042,-1.933894,-1.475425,4.514439,1.677772,-1.775341
762.000000,0.143453,0.115328,0.124726,0.112421,-0.223564,0.161489,0.154159,0.157178,0.148907,-0.285737,0.168358,0.166444,0.152075,0.114713,-0.299988,-1.834283,1.870901,-1.628948,1.639824,-1.633601,1.614610,-1.245310,1.323554,4.742921,-4.680745,-2.230756,-1.947493,-1.934343,-1.475795,4.515166,1.677940,-1.775509
763.000000,0.143466,0.115346,0.124742,0.112432,-0.223580,0.161511,0.154177,0.157194,0.148916,-0.285771,0.168376,0.166455,0.152090,0.114726,-0.300033,-1.834635,1.871253,-1.629262,1.640138,-1.633913,1.614922,-1.245556,1.323801,4.743682,-4.681507,-2.231248,-1.947944,-1.934792,-1.476165,4.515891,1.678109,-1.775677
764.000000,0.143479,0.115365,0.124757,0.112443,-0.223596,0.161534,0.154194,0.157210,0.148926,-0.285804,0.168394,0.166466,0.152105,0.114739,-0.300077,-1.834986,1.871605,-1.629574,1.640451,-1.634224,1.615233,-1.245802,1.324047,4.744442,-4.682267,-2.231739,-1.948395,-1.935240,-1.476534,4.516615,1.678277,-1.775845
765.000000,0.143492,0.115384,0.124772,0.112455,-0.223613,0.161556,0.154211,0.157226,0.148935,-0.285838,0.168412,0.166477,0.152121,0.114751,-0.300122,-1.835336,1.871956,-1.629887,1.640764,-1.634534,1.615544,-1.246048,1.324293,4.745201,-4.683027,-2.232229,-1.948845,-1.935688,-1.476903,4.517337,1.678444,-1.776012
766.000000,0.143505,0.115402,0.124787,0.112466,-0.223629,0.161578,0.154228,0.157242,0.148945,-0.285871,0.168430,0.166487,0.152136,0.114764,-0.300166,-1.835686,1.872307,-1.630198,1.641076,-1.634844,1.615855,-1.246293,1.324539,4.745959,-4.683785,-2.232718,-1.949293,-1.936134,-1.477271,4.518059,1.678612,-1.776179
767.000000,0.143518,0.115421,0.124802,0.112477,-0.223645,0.161601,0.154245,0.157258,0.148954,-0.285904,0.168448,0.166498,0.152151,0.114777,-0.300211,-1.836036,1.872657,-1.630510,1.641388,-1.635153,1.616165,-1.246538,1.324785,4.746715,-4.684541,-2.233206,-1.949742,-1.936580,-1.477638,4.518779,1.678779,-1.776345
768.000000,0.143531,0.115439,0.124817,0.112488,-0.223661,0.161623,0.154262,0.157274,0.148964,-0.285938,0.168466,0.166509,0.152166,0.114790,-0.300255,-1.836385,1.873007,-1.630820,1.641699,-1.635462,1.616474,-1.246782,1.325030,4.747471,-4.685297,-2.233694,-1.950189,-1.937026,-1.478005,4.519498,1.678946,-1.776512
769.000000,0.143544,0.115457,0.124832,0.112499,-0.223678,0.161645,0.154280,0.157290,0.148974,-0.285971,0.168484,0.166520,0.152181,0.114802,-0.300299,-1.836733,1.873356,-1.631131,1.642010,-1.635771,1.616783,-1.247026,1.325274,4.748225,-4.686051,-2.234181,-1.950636,-1.937470,-1.478371,4.520215,1.679112,-1.776678
770.000000,0.143557,0.115476,0.124847,0.112510,-0.223694,0.161667,0.154297,0.157306,0.148983,-0.286004,0.168502,0.166530,0.152196,0.114815,-0.300343,-1.837081,1.873704,-1.631440,1.642321,-1.636079,1.617092,-1.247270,1.325518,4.748977,-4.686804,-2.234667,-1.951082,-1.937914,-1.478737,4.520932,1.679279,-1.776844
771.000000,0.143570,0.115494,0.124861,0.112521,-0.223710,0.161690,0.154314,0.157322,0.148993,-0.286037,0.168520,0.166541,0.152211,0.114828,-0.300388,-1.837429,1.874052,-1.631750,1.642631,-1.636386,1.617400,-1.247513,1.325762,4.749729,-4.687556,-2.235152,-1.951528,-1.938358,-1.479102,4.521647,1.679445,-1.777009
772.000000,0.143583,0.115513,0.124876,0.112532,-0.223726,0.161712,0.154331,0.157338,0.149002,-0.286070,0.168538,0.166552,0.152226,0.114841,-0.300432,-1.837775,1.874400,-1.632058,1.642940,-1.636693,1.617708,-1.247756,1.326006,4.750479,-4.688307,-2.235637,-1.951972,-1.938800,-1.479466,4.522361,1.679611,-1.777175
773.000000,0.143596,0.115531,0.124891,0.112543,-0.223742,0.161734,0.154348,0.157353,0.149012,-0.286103,0.168556,0.166562,0.152241,0.114853,-0.300476,-1.838122,1.874746,-1.632367,1.643249,-1.637000,1.618015,-1.247999,1.326249,4.751228,-4.689057,-2.236121,-1.952416,-1.939242,-1.479830,4.523074,1.679776,-1.777340
774.000000,0.143609,0.115549,0.124906,0.112553,-0.223758,0.161756,0.154365,0.157369,0.149021,-0.286136,0.168574,0.166573,0.152257,0.114866,-0.300520,-1.838467,1.875093,-1.632675,1.643557,-1.637306,1.618321,-1.248241,1.326491,4.751976,-4.689805,-2.236604,-1.952860,-1.939683,-1.480194,4.523785,1.679941,-1.777504
775.000000,0.143622,0.115567,0.124921,0.112564,-0.223774,0.161778,0.154382,0.157385,0.149031,-0.286169,0.168592,0.166584,0.152272,0.114879,-0.300564,-1.838812,1.875438,-1.632982,1.643865,-1.637612,1.618628,-1.248482,1.326734,4.752723,-4.690552,-2.237086,-1.953302,-1.940124,-1.480557,4.524496,1.680106,-1.777669
776.000000,0.143634,0.115586,0.124935,0.112575,-0.223790,0.161800,0.154399,0.157401,0.149040,-0.286202,0.168610,0.166595,0.152287,0.114891,-0.300607,-1.839157,1.875784,-1.633289,1.644173,-1.637917,1.618933,-1.248724,1.326976,4.753468,-4.691298,-2.237568,-1.953744,-1.940563,-1.480919,4.525205,1.680271,-1.777833
777.000000,0.143647,0.115604,0.124950,0.112586,-0.223806,0.161822,0.154416,0.157416,0.149049,-0.286235,0.168628,0.166605,0.152302,0.114904,-0.300651,-1.839501,1.876128,-1.633595,1.644480,-1.638222,1.619239,-1.248965,1.327217,4.754213,-4.692042,-2.238049,-1.954186,-1.941003,-1.481281,4.525913,1.680436,-1.777997
778.000000,0.143660,0.115622,0.124965,0.112597,-0.223822,0.161844,0.154432,0.157432,0.149059,-0.286268,0.168646,0.166616,0.152317,0.114917,-0.300695,-1.839845,1.876473,-1.633901,1.644786,-1.638526,1.619543,-1.249206,1.327458,4.754956,-4.692786,-2.238529,-1.954626,-1.941441,-1.481642,4.526619,1.680600,-1.778161
779.000000,0.143673,0.115640,0.124980,0.112608,-0.223838,0.161866,0.154449,0.157448,0.149068,-0.286300,0.168664,0.166627,0.152332,0.114929,-0.300739,-1.840188,1.876816,-1.634207,1.645093,-1.638829,1.619848,-1.249446,1.327699,4.755698,-4.693528,-2.239008,-1.955066,-1.941879,-1.482003,4.527325,1.680764,-1.778324
780.000000,0.143686,0.115658,0.124994,0.112619,-0.223853,0.161888,0.154466,0.157464,0.149078,-0.286333,0.168682,0.166637,0.152347,0.114942,-0.300782,-1.840530,1.877159,-1.634512,1.645398,-1.639133,1.620152,-1.249686,1.327940,4.756438,-4.694269,-2.239486,-1.955505,-1.942316,-1.482363,4.528029,1.680927,-1.778487
781.000000,0.143698,0.115676,0.125009,0.112629,-0.223869,0.161910,0.154483,0.157479,0.149087,-0.286366,0.168699,0.166648,0.152362,0.114955,-0.300826,-1.840872,1.877502,-1.634816,1.645703,-1.639436,1.620455,-1.249925,1.328180,4.757178,-4.695009,-2.239964,-1.955944,-1.942752,-1.482723,4.528732,1.681091,-1.778650
782.000000,0.143711,0.115694,0.125023,0.112640,-0.223885,0.161932,0.154500,0.157495,0.149096,-0.286398,0.168717,0.166659,0.152376,0.114967,-0.300870,-1.841214,1.877844,-1.635121,1.646008,-1.639738,1.620758,-1.250164,1.328419,4.757916,-4.695748,-2.240441,-1.956382,-1.943188,-1.483082,4.529434,1.681254,-1.778813
783.000000,0.143724,0.115712,0.125038,0.112651,-0.223901,0.161954,0.154517,0.157510,0.149106,-0.286431,0.168735,0.166669,0.152391,0.114980,-0.300913,-1.841555,1.878186,-1.635424,1.646312,-1.640040,1.621060,-1.250403,1.328659,4.758653,-4.696485,-2.240918,-1.956819,-1.943623,-1.483440,4.530135,1.681417,-1.778975
784.000000,0.143736,0.115730,0.125053,0.112662,-0.223916,0.161975,0.154533,0.157526,0.149115,-0.286463,0.168753,0.166680,0.152406,0.114993,-0.300956,-1.841895,1.878527,-1.635727,1.646616,-1.640341,1.621362,-1.250642,1.328898,4.759389,-4.697221,-2.241393,-1.957256,-1.944057,-1.483798,4.530834,1.681580,-1.779137
785.000000,0.143749,0.115748,0.125067,0.112672,-0.223932,0.161997,0.154550,0.157542,0.149125,-0.286495,0.168771,0.166691,0.152421,0.115005,-0.301000,-1.842235,1.878867,-1.636030,1.646919,-1.640642,1.621664,-1.250880,1.329136,4.760124,-4.697956,-2.241868,-1.957691,-1.944491,-1.484156,4.531533,1.681742,-1.779299
786.000000,0.143761,0.115766,0.125082,0.112683,-0.223948,0.162019,0.154567,0.157557,0.149134,-0.286528,0.168788,0.166701,0.152436,0.115018,-0.301043,-1.842574,1.879207,-1.636332,1.647222,-1.640943,1.621965,-1.251117,1.329374,4.760858,-4.698690,-2.242342,-1.958127,-1.944924,-1.484513,4.532230,1.681904,-1.779461
787.000000,0.143774,0.115784,0.125096,0.112694,-0.223963,0.162041,0.154584,0.157573,0.149143,-0.286560,0.168806,0.166712,0.152451,0.115030,-0.301086,-1.842913,1.879546,-1.636634,1.647524,-1.641243,1.622266,-1.251355,1.329612,4.761590,-4.699423,-2.242815,-1.958561,-1.945357,-1.484869,4.532926,1.682066,-1.779622
788.000000,0.143787,0.115802,0.125111,0.112704,-0.223979,0.162062,0.154600,0.157588,0.149152,-0.286592,0.168824,0.166723,0.152466,0.115043,-0.301130,-1.843251,1.879885,-1.636935,1.647826,-1.641542,1.622566,-1.251592,1.329850,4.762322,-4.700155,-2.243288,-1.958995,-1.945788,-1.485225,4.533621,1.682228,-1.779784
789.000000,0.143799,0.115820,0.125125,0.112715,-0.223994,0.162084,0.154617,0.157604,0.149162,-0.286625,0.168841,0.166733,0.152481,0.115055,-0.301173,-1.843589,1.880224,-1.637236,1.648128,-1.641841,1.622865,-1.251828,1.330087,4.763052,-4.700885,-2.243760,-1.959428,-1.946219,-1.485580,4.534315,1.682389,-1.779944
790.000000,0.143812,0.115837,0.125139,0.112726,-0.224010,0.162105,0.154633,0.157619,0.149171,-0.286657,0.168859,0.166744,0.152496,0.115068,-0.301216,-1.843926,1.880562,-1.637537,1.648429,-1.642140,1.623165,-1.252065,1.330324,4.763781,-4.701615,-2.244231,-1.959861,-1.946650,-1.485935,4.535007,1.682550,-1.780105
791.000000,0.143824,0.115855,0.125154,0.112736,-0.224025,0.162127,0.154650,0.157635,0.149180,-0.286689,0.168877,0.166755,0.152511,0.115080,-0.301259,-1.844263,1.880899,-1.637837,1.648729,-1.642438,1.623463,-1.252301,1.330560,4.764509,-4.702343,-2.244702,-1.960293,-1.947080,-1.486289,4.535699,1.682711,-1.780265
792.000000,0.143837,0.115873,0.125168,0.112747,-0.224041,0.162149,0.154667,0.157650,0.149190,-0.286721,0.168895,0.166765,0.152525,0.115093,-0.301302,-1.844600,1.881236,-1.638136,1.649029,-1.642736,1.623762,-1.252536,1.330796,4.765235,-4.703070,-2.245171,-1.960724,-1.947509,-1.486643,4.536389,1.682872,-1.780426
793.000000,0.143849,0.115890,0.125183,0.112758,-0.224056,0.162170,0.154683,0.157665,0.149199,-0.286753,0.168912,0.166776,0.152540,0.115105,-0.301345,-1.844935,1.881572,-1.638435,1.649329,-1.643033,1.624060,-1.252771,1.331032,4.765961,-4.703796,-2.245640,-1.961155,-1.947937,-1.486996,4.537078,1.683032,-1.780585
794.000000,0.143862,0.115908,0.125197,0.112768,-0.224072,0.162192,0.154700,0.157681,0.149208,-0.286785,0.168930,0.166786,0.152555,0.115118,-0.301388,-1.845271,1.881908,-1.638734,1.649628,-1.643330,1.624357,-1.253006,1.331268,4.766685,-4.704521,-2.246109,-1.961585,-1.948365,-1.487349,4.537766,1.683192,-1.780745
795.000000,0.143874,0.115926,0.125211,0.112779,-0.224087,0.162213,0.154716,0.157696,0.149217,-0.286817,0.168947,0.166797,0.152570,0.115130,-0.301430,-1.845605,1.882243,-1.639032,1.649927,-1.643627,1.624654,-1.253241,1.331503,4.767409,-4.705244,-2.246576,-1.962014,-1.948792,-1.487701,4.538453,1.683352,-1.780904
796.000000,0.143886,0.115943,0.125225,0.112789,-0.224102,0.162234,0.154733,0.157711,0.149227,-0.286849,0.168965,0.166808,0.152585,0.115143,-0.301473,-1.845940,1.882578,-1.639330,1.650225,-1.643923,1.624951,-1.253475,1.331737,4.768131,-4.705967,-2.247043,-1.962442,-1.949219,-1.488052,4.539139,1.683512,-1.781064
797.000000,0.143899,0.115961,0.125240,0.112800,-0.224118,0.162256,0.154749,0.157727,0.149236,-0.286880,0.168983,0.166818,0.152599,0.115155,-0.301516,-1.846273,1.882912,-1.639627,1.650523,-1.644218,1.625247,-1.253709,1.331972,4.768852,-4.706688,-2.247509,-1.962870,-1.949645,-1.488404,4.539823,1.683671,-1.781222
798.000000,0.143911,0.115978,0.125254,0.112810,-0.224133,0.162277,0.154766,0.157742,0.149245,-0.286912,0.169000,0.166829,0.152614,0.115168,-0.301559,-1.846606,1.883246,-1.639924,1.650820,-1.644513,1.625542,-1.253942,1.332205,4.769572,-4.707408,-2.247975,-1.963298,-1.950070,-1.488754,4.540507,1.683830,-1.781381
799.000000,0.143923,0.115996,0.125268,0.112821,-0.224148,0.162299,0.154782,0.157757,0.149254,-0.286944,0.169018,0.166839,0.152629,0.115180,-0.301601,-1.846939,1.883580,-1.640220,1.651117,-1.644808,1.625837,-1.254175,1.332439,4.770291,-4.708127,-2.248439,-1.963724,-1.950495,-1.489104,4.541189,1.683989,-1.781539
800.000000,0.143936,0.116013,0.125282,0.112831,-0.224163,0.162320,0.154799,0.157773,0.149263,-0.286976,0.169035,0.166850,0.152644,0.115193,-0.301644,-1.847271,1.883912,-1.640516,1.651414,-1.645102,1.626132,-1.254408,1.332672,4.771008,-4.708845,-2.248903,-1.964151,-1.950919,-1.489454,4.541870,1.684148,-1.781698
801.000000,0.143948,0.116031,0.125296,0.112842,-0.224179,0.162341,0.154815,0.157788,0.149273,-0.287007,0.169053,0.166860,0.152658,0.115205,-0.301686,-1.847603,1.884245,-1.640811,1.651710,-1.645396,1.626427,-1.254640,1.332905,4.771725,-4.709562,-2.249367,-1.964576,-1.951342,-1.489803,4.542550,1.684306,-1.781855
802.000000,0.143960,0.116048,0.125310,0.112852,-0.224194,0.162362,0.154831,0.157803,0.149282,-0.287039,0.169070,0.166871,0.152673,0.115218,-0.301729,-1.847934,1.884577,-1.641106,1.652005,-1.645689,1.626720,-1.254872,1.333138,4.772440,-4.710278,-2.249829,-1.965001,-1.951765,-1.490151,4.543229,1.684464,-1.782013
803.000000,0.143972,0.116066,0.125325,0.112863,-0.224209,0.162384,0.154848,0.157818,0.149291,-0.287070,0.169088,0.166882,0.152688,0.115230,-0.301771,-1.848265,1.884908,-1.641401,1.652300,-1.645982,1.627014,-1.255104,1.333370,4.773155,-4.710992,-2.250291,-1.965425,-1.952187,-1.490499,4.543907,1.684622,-1.782170
804.000000,0.143985,0.116083,0.125339,0.112873,-0.224224,0.162405,0.154864,0.157833,0.149300,-0.287102,0.169105,0.166892,0.152702,0.115242,-0.301813,-1.848595,1.885239,-1.641695,1.652595,-1.646275,1.627307,-1.255336,1.333602,4.773868,-4.711706,-2.250752,-1.965848,-1.952608,-1.490847,4.544584,1.684780,-1.782328
805.000000,0.143997,0.116100,0.125353,0.112883,-0.224239,0.162426,0.154880,0.157849,0.149309,-0.287133,0.169123,0.166903,0.152717,0.115255,-0.301856,-1.848925,1.885569,-1.641989,1.652889,-1.646567,1.627599,-1.255567,1.333833,4.774580,-4.712418,-2.251213,-1.966271,-1.953029,-1.491194,4.545259,1.684937,-1.782485
806.000000,0.144009,0.116118,0.125367,0.112894,-0.224254,0.162447,0.154897,0.157864,0.149318,-0.287164,0.169140,0.166913,0.152732,0.115267,-0.301898,-1.849254,1.885899,-1.642282,1.653183,-1.646858,1.627892,-1.255797,1.334065,4.775291,-4.713130,-2.251673,-1.966694,-1.953449,-1.491540,4.545934,1.685095,-1.782641
807.000000,0.144021,0.116135,0.125381,0.112904,-0.224269,0.162468,0.154913,0.157879,0.149327,-0.287196,0.169158,0.166924,0.152746,0.115279,-0.301940,-1.849583,1.886228,-1.642575,1.653477,-1.647149,1.628183,-1.256028,1.334296,4.776001,-4.713840,-2.252132,-1.967115,-1.953869,-1.491886,4.546607,1.685252,-1.782798
808.000000,0.144033,0.116152,0.125395,0.112914,-0.224284,0.162489,0.154929,0.157894,0.149336,-0.287227,0.169175,0.166934,0.152761,0.115292,-0.301982,-1.849912,1.886557,-1.642867,1.653770,-1.647440,1.628475,-1.256258,1.334526,4.776710,-4.714549,-2.252590,-1.967536,-1.954288,-1.492232,4.547280,1.685408,-1.782954
809.000000,0.144045,0.116170,0.125409,0.112925,-0.224299,0.162510,0.154945,0.157909,0.149346,-0.287258,0.169192,0.166945,0.152776,0.115304,-0.302024,-1.850239,1.886885,-1.643159,1.654062,-1.647730,1.628765,-1.256487,1.334756,4.777417,-4.715257,-2.253048,-1.967957,-1.954706,-1.492577,4.547951,1.685565,-1.783110
810.000000,0.144057,0.116187,0.125423,0.112935,-0.224314,0.162531,0.154962,0.157924,0.149355,-0.287290,0.169210,0.166955,0.152790,0.115316,-0.302066,-1.850567,1.887213,-1.643451,1.654354,-1.648020,1.629056,-1.256717,1.334986,4.778124,-4.715964,-2.253505,-1.968376,-1.955124,-1.492921,4.548621,1.685721,-1.783266
811.000000,0.144070,0.116204,0.125437,0.112945,-0.224329,0.162552,0.154978,0.157939,0.149364,-0.287321,0.169227,0.166966,0.152805,0.115329,-0.302108,-1.850893,1.887541,-1.643742,1.654646,-1.648310,1.629346,-1.256946,1.335216,4.778830,-4.716670,-2.253961,-1.968795,-1.955541,-1.493265,4.549290,1.685877,-1.783421
812.000000,0.144082,0.116221,0.125450,0.112956,-0.224344,0.162573,0.154994,0.157954,0.149373,-0.287352,0.169245,0.166976,0.152819,0.115341,-0.302150,-1.851220,1.887868,-1.644033,1.654937,-1.648599,1.629635,-1.257174,1.335445,4.779534,-4.717374,-2.254417,-1.969214,-1.955957,-1.493609,4.549958,1.686033,-1.783576
813.000000,0.144094,0.116238,0.125464,0.112966,-0.224359,0.162594,0.155010,0.157969,0.149382,-0.287383,0.169262,0.166987,0.152834,0.115353,-0.302192,-1.851546,1.888194,-1.644323,1.655228,-1.648887,1.629925,-1.257403,1.335674,4.780238,-4.718078,-2.254872,-1.969632,-1.956373,-1.493952,4.550625,1.686188,-1.783731
814.000000,0.144106,0.116255,0.125478,0.112976,-0.224373,0.162615,0.155026,0.157984,0.149391,-0.287414,0.169279,0.166997,0.152849,0.115366,-0.302234,-1.851871,1.888520,-1.644613,1.655518,-1.649176,1.630213,-1.257631,1.335902,4.780940,-4.718781,-2.255326,-1.970049,-1.956788,-1.494294,4.551291,1.686344,-1.783886
815.000000,0.144118,0.116272,0.125492,0.112986,-0.224388,0.162636,0.155042,0.157999,0.149400,-0.287445,0.169297,0.167008,0.152863,0.115378,-0.302276,-1.852196,1.888845,-1.644902,1.655808,-1.649463,1.630502,-1.257858,1.336130,4.781641,-4.719482,-2.255780,-1.970466,-1.957203,-1.494636,4.551955,1.686499,-1.784041
816.000000,0.144130,0.116289,0.125506,0.112997,-0.224403,0.162657,0.155058,0.158014,0.149409,-0.287476,0.169314,0.167018,0.152878,0.115390,-0.302318,-1.852520,1.889170,-1.645191,1.656098,-1.649751,1.630789,-1.258086,1.336358,4.782341,-4.720183,-2.256233,-1.970882,-1.957617,-1.494978,4.552619,1.686653,-1.784195
817.000000,0.144142,0.116306,0.125520,0.113007,-0.224418,0.162678,0.155075,0.158029,0.149418,-0.287507,0.169331,0.167029,0.152892,0.115402,-0.302359,-1.852844,1.889495,-1.645480,1.656387,-1.650038,1.631077,-1.258313,1.336585,4.783041,-4.720882,-2.256685,-1.971297,-1.958030,-1.495319,4.553282,1.686808,-1.784349
818.000000,0.144153,0.116323,0.125533,0.113017,-0.224432,0.162698,0.155091,0.158044,0.149427,-0.287537,0.169348,0.167039,0.152907,0.115415,-0.302401,-1.853168,1.889819,-1.645768,1.656676,-1.650324,1.631364,-1.258539,1.336813,4.783739,-4.721580,-2.257137,-1.971712,-1.958443,-1.495659,4.553943,1.686962,-1.784503
819.000000,0.144165,0.116340,0.125547,0.113027,-0.224447,0.162719,0.155107,0.158059,0.149436,-0.287568,0.169366,0.167050,0.152921,0.115427,-0.302442,-1.853491,1.890142,-1.646056,1.656964,-1.650610,1.631650,-1.258766,1.337039,4.784436,-4.722278,-2.257588,-1.972126,-1.958855,-1.495999,4.554604,1.687117,-1.784656
820.000000,0.144177,0.116357,0.125561,0.113037,-0.224462,0.162740,0.155123,0.158074,0.149445,-0.287599,0.169383,0.167060,0.152936,0.115439,-0.302484,-1.853813,1.890466,-1.646343,1.657252,-1.650896,1.631937,-1.258992,1.337266,4.785132,-4.722974,-2.258038,-1.972540,-1.959267,-1.496339,4.555263,1.687270,-1.784810
821.000000,0.144189,0.116374,0.125574,0.113047,-0.224476,0.162761,0.155139,0.158089,0.149454,-0.287630,0.169400,0.167071,0.152950,0.115451,-0.302525,-1.854135,1.890788,-1.646630,1.657539,-1.651181,1.632222,-1.259217,1.337492,4.785827,-4.723669,-2.258488,-1.972953,-1.959678,-1.496678,4.555922,1.687424,-1.784963
822.000000,0.144201,0.116391,0.125588,0.113057,-0.224491,0.162781,0.155155,0.158104,0.149463,-0.287660,0.169417,0.167081,0.152965,0.115464,-0.302567,-1.854457,1.891110,-1.646917,1.657826,-1.651466,1.632508,-1.259443,1.337718,4.786520,-4.724363,-2.258937,-1.973365,-1.960088,-1.497016,4.556579,1.687578,-1.785116
823.000000,0.144213,0.116408,0.125602,0.113068,-0.224505,0.162802,0.155170,0.158118,0.149472,-0.287691,0.169435,0.167091,0.152979,0.115476,-0.302608,-1.854778,1.891432,-1.647203,1.658113,-1.651750,1.632793,-1.259668,1.337943,4.787213,-4.725056,-2.259385,-1.973777,-1.960498,-1.497354,4.557235,1.687731,-1.785269
824.000000,0.144225,0.116425,0.125615,0.113078,-0.224520,0.162823,0.155186,0.158133,0.149480,-0.287721,0.169452,0.167102,0.152994,0.115488,-0.302649,-1.855099,1.891753,-1.647488,1.658399,-1.652034,1.633077,-1.259892,1.338169,4.787905,-4.725748,-2.259833,-1.974189,-1.960907,-1.497692,4.557891,1.687884,-1.785421
825.000000,0.144236,0.116441,0.125629,0.113088,-0.224534,0.162843,0.155202,0.158148,0.149489,-0.287752,0.169469,0.167112,0.153008,0.115500,-0.302691,-1.855419,1.892074,-1.647774,1.658685,-1.652318,1.633361,-1.260117,1.338393,4.788596,-4.726439,-2.260280,-1.974599,-1.961316,-1.498029,4.558545,1.688036,-1.785573
826.000000,0.144248,0.116458,0.125643,0.113098,-0.224549,0.162864,0.155218,0.158163,0.149498,-0.287782,0.169486,0.167123,0.153022,0.115512,-0.302732,-1.855739,1.892394,-1.648058,1.658970,-1.652601,1.633645,-1.260341,1.338618,4.789286,-4.727129,-2.260726,-1.975009,-1.961724,-1.498366,4.559198,1.688189,-1.785725
827.000000,0.144260,0.116475,0.125656,0.113108,-0.224563,0.162884,0.155234,0.158178,0.149507,-0.287813,0.169503,0.167133,0.153037,0.115524,-0.302773,-1.856058,1.892714,-1.648343,1.659255,-1.652884,1.633928,-1.260564,1.338842,4.789974,-4.727818,-2.261172,-1.975419,-1.962132,-1.498702,4.559850,1.688341,-1.785877
828.000000,0.144272,0.116492,0.125670,0.113118,-0.224578,0.162905,0.155250,0.158192,0.149516,-0.287843,0.169520,0.167144,0.153051,0.115536,-0.302814,-1.856377,1.893033,-1.648627,1.659540,-1.653166,1.634211,-1.260788,1.339066,4.790662,-4.728506,-2.261617,-1.975827,-1.962538,-1.499038,4.560501,1.688493,-1.786029
