epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,b1_0,b1_1,b1_2,b2_0,b2_1,b2_2
742.000000,-1.849334,-1.152112,0.105059,1.093134,0.506645,0.559363,0.485063,0.632719,0.490608,0.437986,-3.937885,2.626513,-0.581748,-3.238874,3.493135,-7.107850,5.780062,2.937287,-0.794630,-2.561104,-7.134163,3.216958,-2.313340,-5.797329
743.000000,-1.850977,-1.152276,0.105007,1.093820,0.506915,0.559548,0.485587,0.632570,0.490693,0.438218,-3.938826,2.626766,-0.582079,-3.239510,3.494359,-7.109642,5.781978,2.939245,-0.793680,-2.562224,-7.136295,3.217665,-2.314384,-5.799537
744.000000,-1.852619,-1.152441,0.104955,1.094505,0.507185,0.559732,0.486111,0.632421,0.490779,0.438451,-3.939765,2.627019,-0.582410,-3.240145,3.495581,-7.111430,5.783891,2.941199,-0.792730,-2.563341,-7.138423,3.218370,-2.315427,-5.801741
745.000000,-1.854261,-1.152605,0.104904,1.095190,0.507454,0.559916,0.486635,0.632273,0.490864,0.438683,-3.940704,2.627273,-0.582740,-3.240778,3.496802,-7.113215,5.785800,2.943151,-0.791778,-2.564457,-7.140548,3.219075,-2.316468,-5.803943
746.000000,-1.855902,-1.152769,0.104853,1.095875,0.507723,0.560100,0.487159,0.632124,0.490949,0.438915,-3.941640,2.627527,-0.583070,-3.241410,3.498021,-7.114997,5.787707,2.945100,-0.790825,-2.565570,-7.142668,3.219778,-2.317508,-5.806140
747.000000,-1.857543,-1.152933,0.104801,1.096559,0.507991,0.560283,0.487683,0.631976,0.491035,0.439147,-3.942575,2.627782,-0.583400,-3.242041,3.499238,-7.116776,5.789610,2.947046,-0.789871,-2.566682,-7.144786,3.220480,-2.318547,-5.808334
748.000000,-1.859183,-1.153097,0.104750,1.097243,0.508259,0.560465,0.488207,0.631828,0.491120,0.439378,-3.943509,2.628037,-0.583729,-3.242670,3.500454,-7.118551,5.791510,2.948990,-0.788916,-2.567791,-7.146899,3.221180,-2.319585,-5.810525
749.000000,-1.860823,-1.153261,0.104699,1.097926,0.508526,0.560648,0.488730,0.631681,0.491206,0.439609,-3.944442,2.628293,-0.584058,-3.243298,3.501668,-7.120324,5.793407,2.950930,-0.787961,-2.568898,-7.149009,3.221880,-2.320621,-5.812712
750.000000,-1.862463,-1.153425,0.104649,1.098609,0.508793,0.560829,0.489253,0.631533,0.491291,0.439840,-3.945372,2.628549,-0.584387,-3.243924,3.502880,-7.122093,5.795300,2.952868,-0.787004,-2.570003,-7.151116,3.222578,-2.321656,-5.814896
751.000000,-1.864102,-1.153590,0.104598,1.099292,0.509059,0.561011,0.489777,0.631386,0.491376,0.440071,-3.946302,2.628806,-0.584715,-3.244549,3.504091,-7.123860,5.797191,2.954803,-0.786046,-2.571106,-7.153219,3.223275,-2.322690,-5.817076
752.000000,-1.865741,-1.153754,0.104548,1.099974,0.509325,0.561192,0.490300,0.631239,0.491462,0.440302,-3.947230,2.629064,-0.585043,-3.245173,3.505299,-7.125623,5.799078,2.956735,-0.785088,-2.572207,-7.155318,3.223971,-2.323723,-5.819253
753.000000,-1.867379,-1.153918,0.104497,1.100656,0.509590,0.561373,0.490823,0.631093,0.491547,0.440532,-3.948156,2.629322,-0.585371,-3.245795,3.506507,-7.127383,5.800962,2.958665,-0.784128,-2.573306,-7.157414,3.224666,-2.324755,-5.821426
754.000000,-1.869017,-1.154082,0.104447,1.101338,0.509855,0.561553,0.491345,0.630947,0.491632,0.440762,-3.949082,2.629580,-0.585698,-3.246416,3.507712,-7.129140,5.802843,2.960591,-0.783168,-2.574403,-7.159506,3.225360,-2.325785,-5.823596
755.000000,-1.870655,-1.154246,0.104397,1.102019,0.510120,0.561733,0.491868,0.630800,0.491718,0.440992,-3.950005,2.629839,-0.586025,-3.247035,3.508916,-7.130894,5.804721,2.962515,-0.782206,-2.575498,-7.161595,3.226052,-2.326814,-5.825763
756.000000,-1.872292,-1.154411,0.104347,1.102700,0.510384,0.561912,0.492390,0.630655,0.491803,0.441221,-3.950927,2.630099,-0.586352,-3.247654,3.510118,-7.132645,5.806595,2.964436,-0.781244,-2.576590,-7.163680,3.226743,-2.327842,-5.827926
757.000000,-1.873929,-1.154575,0.104298,1.103380,0.510647,0.562091,0.492913,0.630509,0.491888,0.441451,-3.951848,2.630359,-0.586678,-3.248270,3.511319,-7.134393,5.808467,2.966355,-0.780280,-2.577681,-7.165762,3.227433,-2.328869,-5.830086
758.000000,-1.875565,-1.154739,0.104248,1.104060,0.510911,0.562270,0.493435,0.630364,0.491974,0.441680,-3.952768,2.630620,-0.587005,-3.248886,3.512517,-7.136138,5.810335,2.968270,-0.779316,-2.578770,-7.167840,3.228122,-2.329895,-5.832242
759.000000,-1.877200,-1.154903,0.104198,1.104740,0.511173,0.562448,0.493957,0.630219,0.492059,0.441909,-3.953686,2.630882,-0.587330,-3.249500,3.513715,-7.137880,5.812201,2.970183,-0.778351,-2.579856,-7.169915,3.228810,-2.330919,-5.834395
760.000000,-1.878836,-1.155067,0.104149,1.105419,0.511435,0.562626,0.494478,0.630074,0.492144,0.442138,-3.954603,2.631143,-0.587656,-3.250113,3.514910,-7.139619,5.814063,2.972093,-0.777385,-2.580941,-7.171986,3.229497,-2.331942,-5.836545
761.000000,-1.880470,-1.155232,0.104100,1.106098,0.511697,0.562803,0.495000,0.629929,0.492230,0.442366,-3.955518,2.631406,-0.587981,-3.250724,3.516104,-7.141355,5.815922,2.974001,-0.776418,-2.582023,-7.174054,3.230182,-2.332964,-5.838691
762.000000,-1.882105,-1.155396,0.104051,1.106777,0.511958,0.562980,0.495521,0.629785,0.492315,0.442594,-3.956432,2.631669,-0.588306,-3.251334,3.517296,-7.143088,5.817778,2.975906,-0.775450,-2.583103,-7.176118,3.230867,-2.333985,-5.840834
763.000000,-1.883738,-1.155560,0.104002,1.107455,0.512219,0.563157,0.496042,0.629641,0.492401,0.442822,-3.957344,2.631933,-0.588630,-3.251943,3.518487,-7.144818,5.819631,2.977807,-0.774481,-2.584182,-7.178179,3.231550,-2.335005,-5.842974
764.000000,-1.885372,-1.155725,0.103954,1.108133,0.512479,0.563333,0.496563,0.629497,0.492486,0.443050,-3.958255,2.632197,-0.588955,-3.252551,3.519675,-7.146544,5.821481,2.979707,-0.773512,-2.585258,-7.180236,3.232232,-2.336023,-5.845110
765.000000,-1.887005,-1.155889,0.103905,1.108811,0.512739,0.563509,0.497083,0.629354,0.492571,0.443278,-3.959165,2.632462,-0.589278,-3.253157,3.520863,-7.148268,5.823327,2.981603,-0.772541,-2.586332,-7.182290,3.232913,-2.337040,-5.847243
766.000000,-1.888637,-1.156053,0.103857,1.109488,0.512999,0.563684,0.497604,0.629210,0.492657,0.443505,-3.960073,2.632727,-0.589602,-3.253762,3.522048,-7.149990,5.825171,2.983497,-0.771570,-2.587405,-7.184341,3.233593,-2.338057,-5.849373
767.000000,-1.890269,-1.156217,0.103808,1.110165,0.513257,0.563859,0.498124,0.629067,0.492742,0.443732,-3.960980,2.632993,-0.589925,-3.254365,3.523232,-7.151708,5.827012,2.985388,-0.770597,-2.588475,-7.186388,3.234271,-2.339071,-5.851499
768.000000,-1.891900,-1.156382,0.103760,1.110841,0.513516,0.564034,0.498644,0.628925,0.492827,0.443959,-3.961886,2.633259,-0.590248,-3.254967,3.524414,-7.153423,5.828849,2.987276,-0.769624,-2.589543,-7.188432,3.234949,-2.340085,-5.853623
769.000000,-1.893531,-1.156546,0.103712,1.111517,0.513774,0.564208,0.499164,0.628782,0.492913,0.444186,-3.962790,2.633526,-0.590571,-3.255568,3.525595,-7.155135,5.830684,2.989162,-0.768650,-2.590610,-7.190472,3.235625,-2.341098,-5.855742
770.000000,-1.895161,-1.156710,0.103664,1.112193,0.514031,0.564382,0.499683,0.628640,0.492998,0.444412,-3.963693,2.633794,-0.590893,-3.256168,3.526774,-7.156844,5.832516,2.991045,-0.767675,-2.591674,-7.192509,3.236301,-2.342109,-5.857859
771.000000,-1.896791,-1.156874,0.103617,1.112869,0.514288,0.564555,0.500202,0.628498,0.493083,0.444639,-3.964595,2.634062,-0.591215,-3.256766,3.527951,-7.158551,5.834344,2.992926,-0.766699,-2.592736,-7.194543,3.236975,-2.343120,-5.859972
772.000000,-1.898420,-1.157039,0.103569,1.113544,0.514545,0.564729,0.500721,0.628357,0.493169,0.444865,-3.965495,2.634331,-0.591537,-3.257363,3.529126,-7.160254,5.836170,2.994803,-0.765723,-2.593796,-7.196573,3.237648,-2.344129,-5.862082
773.000000,-1.900049,-1.157203,0.103522,1.114219,0.514801,0.564901,0.501240,0.628216,0.493254,0.445090,-3.966394,2.634600,-0.591858,-3.257959,3.530300,-7.161955,5.837993,2.996678,-0.764745,-2.594855,-7.198600,3.238320,-2.345137,-5.864189
774.000000,-1.901678,-1.157367,0.103475,1.114893,0.515056,0.565074,0.501758,0.628075,0.493339,0.445316,-3.967292,2.634870,-0.592180,-3.258553,3.531473,-7.163653,5.839812,2.998551,-0.763767,-2.595911,-7.200624,3.238991,-2.346143,-5.866293
775.000000,-1.903305,-1.157532,0.103428,1.115567,0.515312,0.565245,0.502276,0.627934,0.493425,0.445541,-3.968188,2.635140,-0.592500,-3.259146,3.532643,-7.165347,5.841629,3.000420,-0.762788,-2.596965,-7.202644,3.239661,-2.347149,-5.868393
776.000000,-1.904933,-1.157696,0.103381,1.116241,0.515566,0.565417,0.502794,0.627793,0.493510,0.445766,-3.969083,2.635411,-0.592821,-3.259738,3.533812,-7.167039,5.843442,3.002287,-0.761808,-2.598017,-7.204661,3.240330,-2.348154,-5.870490
777.000000,-1.906559,-1.157860,0.103334,1.116915,0.515820,0.565588,0.503312,0.627653,0.493595,0.445991,-3.969977,2.635683,-0.593141,-3.260329,3.534980,-7.168729,5.845253,3.004152,-0.760827,-2.599068,-7.206675,3.240997,-2.349157,-5.872584
778.000000,-1.908185,-1.158024,0.103287,1.117588,0.516074,0.565759,0.503829,0.627513,0.493680,0.446216,-3.970869,2.635955,-0.593461,-3.260918,3.536145,-7.170415,5.847061,3.006014,-0.759845,-2.600116,-7.208685,3.241664,-2.350159,-5.874675
779.000000,-1.909811,-1.158189,0.103241,1.118260,0.516327,0.565929,0.504346,0.627374,0.493766,0.446440,-3.971760,2.636228,-0.593780,-3.261506,3.537310,-7.172098,5.848866,3.007873,-0.758863,-2.601163,-7.210692,3.242329,-2.351160,-5.876763
780.000000,-1.911436,-1.158353,0.103194,1.118933,0.516580,0.566099,0.504863,0.627234,0.493851,0.446664,-3.972650,2.636501,-0.594100,-3.262093,3.538472,-7.173779,5.850668,3.009729,-0.757880,-2.602207,-7.212696,3.242994,-2.352160,-5.878847
781.000000,-1.913061,-1.158517,0.103148,1.119605,0.516832,0.566269,0.505379,0.627095,0.493936,0.446888,-3.973538,2.636775,-0.594419,-3.262679,3.539633,-7.175457,5.852467,3.011583,-0.756896,-2.603249,-7.214696,3.243657,-2.353159,-5.880928
782.000000,-1.914685,-1.158681,0.103102,1.120277,0.517084,0.566438,0.505896,0.626957,0.494021,0.447112,-3.974425,2.637050,-0.594737,-3.263263,3.540792,-7.177132,5.854263,3.013434,-0.755911,-2.604290,-7.216694,3.244320,-2.354157,-5.883006
783.000000,-1.916308,-1.158846,0.103056,1.120949,0.517335,0.566607,0.506411,0.626818,0.494107,0.447336,-3.975311,2.637325,-0.595056,-3.263846,3.541950,-7.178804,5.856056,3.015283,-0.754925,-2.605329,-7.218688,3.244981,-2.355153,-5.885081
784.000000,-1.917931,-1.159010,0.103011,1.121620,0.517586,0.566776,0.506927,0.626680,0.494192,0.447559,-3.976196,2.637600,-0.595374,-3.264428,3.543106,-7.180473,5.857846,3.017129,-0.753939,-2.606365,-7.220679,3.245641,-2.356149,-5.887153
785.000000,-1.919553,-1.159174,0.102965,1.122291,0.517837,0.566944,0.507442,0.626542,0.494277,0.447782,-3.977079,2.637877,-0.595692,-3.265009,3.544260,-7.182140,5.859633,3.018972,-0.752952,-2.607400,-7.222666,3.246300,-2.357143,-5.889222
786.000000,-1.921175,-1.159338,0.102920,1.122961,0.518087,0.567112,0.507957,0.626405,0.494362,0.448005,-3.977961,2.638153,-0.596009,-3.265588,3.545412,-7.183804,5.861418,3.020813,-0.751964,-2.608433,-7.224650,3.246958,-2.358136,-5.891287
787.000000,-1.922796,-1.159503,0.102874,1.123632,0.518336,0.567279,0.508472,0.626267,0.494447,0.448227,-3.978842,2.638431,-0.596326,-3.266166,3.546564,-7.185465,5.863199,3.022651,-0.750975,-2.609463,-7.226632,3.247615,-2.359128,-5.893350
788.000000,-1.924417,-1.159667,0.102829,1.124302,0.518585,0.567446,0.508986,0.626131,0.494533,0.448450,-3.979721,2.638709,-0.596643,-3.266743,3.547713,-7.187123,5.864978,3.024487,-0.749986,-2.610492,-7.228610,3.248271,-2.360119,-5.895409
789.000000,-1.926037,-1.159831,0.102784,1.124972,0.518833,0.567613,0.509500,0.625994,0.494618,0.448672,-3.980599,2.638987,-0.596960,-3.267319,3.548861,-7.188779,5.866753,3.026320,-0.748996,-2.611519,-7.230584,3.248926,-2.361109,-5.897465
790.000000,-1.927656,-1.159995,0.102739,1.125641,0.519081,0.567779,0.510014,0.625858,0.494703,0.448894,-3.981476,2.639267,-0.597276,-3.267893,3.550007,-7.190431,5.868526,3.028151,-0.748005,-2.612544,-7.232556,3.249580,-2.362097,-5.899518
791.000000,-1.929275,-1.160159,0.102695,1.126310,0.519329,0.567945,0.510527,0.625721,0.494788,0.449115,-3.982352,2.639546,-0.597592,-3.268466,3.551151,-7.192081,5.870296,3.029979,-0.747013,-2.613567,-7.234524,3.250233,-2.363085,-5.901568
792.000000,-1.930894,-1.160323,0.102650,1.126979,0.519576,0.568111,0.511040,0.625586,0.494873,0.449337,-3.983226,2.639827,-0.597908,-3.269038,3.552294,-7.193729,5.872064,3.031804,-0.746021,-2.614588,-7.236490,3.250885,-2.364071,-5.903615
793.000000,-1.932511,-1.160488,0.102606,1.127647,0.519823,0.568276,0.511552,0.625450,0.494958,0.449558,-3.984100,2.640108,-0.598223,-3.269609,3.553436,-7.195373,5.873828,3.033627,-0.745027,-2.615608,-7.238452,3.251536,-2.365057,-5.905659
794.000000,-1.934128,-1.160652,0.102561,1.128316,0.520069,0.568441,0.512065,0.625315,0.495043,0.449779,-3.984972,2.640389,-0.598538,-3.270179,3.554575,-7.197015,5.875590,3.035447,-0.744033,-2.616625,-7.240411,3.252186,-2.366041,-5.907700
795.000000,-1.935745,-1.160816,0.102517,1.128983,0.520314,0.568606,0.512576,0.625180,0.495128,0.450000,-3.985842,2.640671,-0.598853,-3.270747,3.555713,-7.198654,5.877348,3.037265,-0.743039,-2.617641,-7.242366,3.252835,-2.367024,-5.909738
796.000000,-1.937361,-1.160980,0.102473,1.129651,0.520559,0.568770,0.513088,0.625046,0.495213,0.450220,-3.986712,2.640954,-0.599167,-3.271314,3.556850,-7.200291,5.879104,3.039080,-0.742043,-2.618654,-7.244319,3.253482,-2.368006,-5.911772
797.000000,-1.938976,-1.161144,0.102430,1.130318,0.520804,0.568934,0.513599,0.624911,0.495299,0.450441,-3.987580,2.641237,-0.599481,-3.271880,3.557985,-7.201925,5.880857,3.040892,-0.741047,-2.619666,-7.246269,3.254129,-2.368987,-5.913804
798.000000,-1.940591,-1.161308,0.102386,1.130986,0.521048,0.569097,0.514110,0.624777,0.495384,0.450661,-3.988447,2.641521,-0.599795,-3.272445,3.559118,-7.203556,5.882608,3.042703,-0.740051,-2.620676,-7.248215,3.254775,-2.369967,-5.915833
799.000000,-1.942205,-1.161472,0.102342,1.131652,0.521292,0.569260,0.514620,0.624644,0.495469,0.450881,-3.989313,2.641805,-0.600109,-3.273009,3.560250,-7.205184,5.884355,3.044510,-0.739053,-2.621683,-7.250159,3.255420,-2.370946,-5.917858
800.000000,-1.943819,-1.161636,0.102299,1.132319,0.521535,0.569423,0.515131,0.624510,0.495554,0.451100,-3.990178,2.642090,-0.600422,-3.273571,3.561380,-7.206810,5.886100,3.046315,-0.738055,-2.622689,-7.252099,3.256064,-2.371923,-5.919881
801.000000,-1.945432,-1.161800,0.102256,1.132985,0.521778,0.569585,0.515640,0.624377,0.495639,0.451320,-3.991041,2.642376,-0.600735,-3.274132,3.562508,-7.208433,5.887842,3.048118,-0.737056,-2.623693,-7.254036,3.256706,-2.372900,-5.921901
802.000000,-1.947044,-1.161964,0.102213,1.133651,0.522020,0.569747,0.516150,0.624245,0.495724,0.451539,-3.991903,2.642662,-0.601048,-3.274693,3.563635,-7.210054,5.889581,3.049918,-0.736056,-2.624696,-7.255970,3.257348,-2.373875,-5.923917
803.000000,-1.948656,-1.162128,0.102170,1.134317,0.522262,0.569909,0.516659,0.624112,0.495809,0.451758,-3.992764,2.642949,-0.601360,-3.275251,3.564760,-7.211671,5.891317,3.051715,-0.735056,-2.625696,-7.257901,3.257989,-2.374850,-5.925931
804.000000,-1.950267,-1.162292,0.102127,1.134982,0.522504,0.570070,0.517167,0.623980,0.495893,0.451977,-3.993624,2.643237,-0.601672,-3.275809,3.565884,-7.213287,5.893051,3.053510,-0.734055,-2.626695,-7.259829,3.258629,-2.375823,-5.927942
805.000000,-1.951877,-1.162456,0.102085,1.135647,0.522744,0.570231,0.517675,0.623848,0.495978,0.452195,-3.994483,2.643525,-0.601984,-3.276366,3.567006,-7.214899,5.894782,3.055303,-0.733053,-2.627691,-7.261754,3.259268,-2.376795,-5.929949
806.000000,-1.953487,-1.162620,0.102042,1.136312,0.522985,0.570392,0.518183,0.623717,0.496063,0.452413,-3.995340,2.643813,-0.602296,-3.276921,3.568126,-7.216509,5.896510,3.057093,-0.732051,-2.628686,-7.263676,3.259906,-2.377766,-5.931954
807.000000,-1.955096,-1.162784,0.102000,1.136976,0.523225,0.570552,0.518691,0.623586,0.496148,0.452631,-3.996196,2.644102,-0.602607,-3.277476,3.569245,-7.218116,5.898235,3.058880,-0.731048,-2.629679,-7.265595,3.260543,-2.378736,-5.933956
808.000000,-1.956705,-1.162948,0.101958,1.137641,0.523464,0.570712,0.519198,0.623455,0.496233,0.452849,-3.997051,2.644392,-0.602918,-3.278029,3.570362,-7.219721,5.899958,3.060665,-0.730044,-2.630670,-7.267511,3.261179,-2.379705,-5.935955
809.000000,-1.958312,-1.163111,0.101916,1.138305,0.523703,0.570872,0.519704,0.623324,0.496318,0.453067,-3.997905,2.644683,-0.603229,-3.278581,3.571478,-7.221323,5.901678,3.062448,-0.729040,-2.631659,-7.269424,3.261814,-2.380673,-5.937951
810.000000,-1.959920,-1.163275,0.101874,1.138968,0.523942,0.571031,0.520210,0.623194,0.496403,0.453284,-3.998758,2.644974,-0.603539,-3.279131,3.572592,-7.222923,5.903395,3.064228,-0.728035,-2.632646,-7.271334,3.262448,-2.381640,-5.939944
811.000000,-1.961526,-1.163439,0.101832,1.139632,0.524180,0.571190,0.520716,0.623064,0.496487,0.453501,-3.999610,2.645265,-0.603849,-3.279681,3.573704,-7.224520,5.905110,3.066005,-0.727029,-2.633632,-7.273241,3.263081,-2.382606,-5.941934
812.000000,-1.963132,-1.163603,0.101791,1.140295,0.524417,0.571348,0.521222,0.622934,0.496572,0.453718,-4.000460,2.645557,-0.604159,-3.280230,3.574815,-7.226114,5.906822,3.067781,-0.726023,-2.634616,-7.275145,3.263713,-2.383571,-5.943921
813.000000,-1.964738,-1.163766,0.101749,1.140958,0.524654,0.571507,0.521727,0.622805,0.496657,0.453935,-4.001309,2.645850,-0.604469,-3.280777,3.575924,-7.227706,5.908531,3.069553,-0.725016,-2.635597,-7.277046,3.264344,-2.384534,-5.945905
814.000000,-1.966342,-1.163930,0.101708,1.141620,0.524891,0.571664,0.522231,0.622676,0.496742,0.454151,-4.002157,2.646144,-0.604778,-3.281323,3.577032,-7.229295,5.910237,3.071324,-0.724008,-2.636577,-7.278944,3.264974,-2.385497,-5.947886
815.000000,-1.967946,-1.164094,0.101667,1.142283,0.525127,0.571822,0.522735,0.622547,0.496827,0.454368,-4.003004,2.646437,-0.605087,-3.281868,3.578138,-7.230882,5.911941,3.073091,-0.723000,-2.637556,-7.280839,3.265603,-2.386458,-5.949865
816.000000,-1.969550,-1.164257,0.101626,1.142945,0.525362,0.571979,0.523239,0.622419,0.496911,0.454584,-4.003850,2.646732,-0.605395,-3.282412,3.579243,-7.232466,5.913642,3.074857,-0.721991,-2.638532,-7.282731,3.266232,-2.387419,-5.951841
817.000000,-1.971152,-1.164421,0.101585,1.143607,0.525598,0.572136,0.523742,0.622291,0.496996,0.454800,-4.004694,2.647027,-0.605704,-3.282955,3.580346,-7.234047,5.915341,3.076620,-0.720982,-2.639506,-7.284620,3.266859,-2.388378,-5.953813
818.000000,-1.972754,-1.164584,0.101544,1.144268,0.525832,0.572293,0.524245,0.622163,0.497081,0.455015,-4.005538,2.647323,-0.606012,-3.283497,3.581447,-7.235626,5.917036,3.078380,-0.719972,-2.640479,-7.286506,3.267485,-2.389337,-5.955783
819.000000,-1.974356,-1.164748,0.101504,1.144930,0.526066,0.572449,0.524748,0.622035,0.497165,0.455231,-4.006380,2.647619,-0.606320,-3.284038,3.582547,-7.237203,5.918729,3.080138,-0.718961,-2.641450,-7.288389,3.268111,-2.390294,-5.957750
820.000000,-1.975956,-1.164911,0.101464,1.145591,0.526300,0.572605,0.525250,0.621908,0.497250,0.455446,-4.007222,2.647916,-0.606627,-3.284577,3.583645,-7.238777,5.920420,3.081894,-0.717950,-2.642419,-7.290270,3.268736,-2.391250,-5.959714
821.000000,-1.977556,-1.165075,0.101423,1.146252,0.526533,0.572760,0.525751,0.621782,0.497334,0.455661,-4.008062,2.648214,-0.606934,-3.285116,3.584741,-7.240348,5.922108,3.083647,-0.716938,-2.643386,-7.292147,3.269359,-2.392205,-5.961676
822.000000,-1.979156,-1.165238,0.101383,1.146912,0.526766,0.572915,0.526252,0.621655,0.497419,0.455875,-4.008901,2.648512,-0.607241,-3.285653,3.585836,-7.241917,5.923793,3.085398,-0.715925,-2.644352,-7.294022,3.269982,-2.393160,-5.963634
823.000000,-1.980755,-1.165401,0.101343,1.147573,0.526999,0.573070,0.526753,0.621529,0.497504,0.456090,-4.009738,2.648811,-0.607548,-3.286189,3.586930,-7.243484,5.925476,3.087146,-0.714912,-2.645316,-7.295893,3.270604,-2.394113,-5.965590
824.000000,-1.982353,-1.165565,0.101304,1.148233,0.527230,0.573225,0.527253,0.621403,0.497588,0.456304,-4.010575,2.649110,-0.607855,-3.286724,3.588022,-7.245048,5.927156,3.088892,-0.713898,-2.646277,-7.297762,3.271225,-2.395065,-5.967543
825.000000,-1.983950,-1.165728,0.101264,1.148893,0.527462,0.573379,0.527753,0.621277,0.497673,0.456518,-4.011411,2.649410,-0.608161,-3.287259,3.589112,-7.246609,5.928833,3.090636,-0.712884,-2.647238,-7.299628,3.271844,-2.396016,-5.969493
826.000000,-1.985547,-1.165891,0.101225,1.149552,0.527693,0.573533,0.528252,0.621152,0.497757,0.456732,-4.012245,2.649711,-0.608466,-3.287791,3.590201,-7.248169,5.930508,3.092377,-0.711869,-2.648196,-7.301491,3.272463,-2.396966,-5.971440
827.000000,-1.987142,-1.166054,0.101185,1.150211,0.527923,0.573686,0.528751,0.621027,0.497841,0.456945,-4.013079,2.650012,-0.608772,-3.288323,3.591288,-7.249725,5.932180,3.094116,-0.710854,-2.649152,-7.303351,3.273082,-2.397915,-5.973384
828.000000,-1.988738,-1.166218,0.101146,1.150871,0.528153,0.573840,0.529250,0.620903,0.497926,0.457159,-4.013911,2.650314,-0.609077,-3.288854,3.592374,-7.251279,5.933849,3.095852,-0.709838,-2.650107,-7.305208,3.273699,-2.398863,-5.975326
829.000000,-1.990332,-1.166381,0.101107,1.151529,0.528382,0.573993,0.529748,0.620778,0.498010,0.457372,-4.014742,2.650616,-0.609382,-3.289384,3.593458,-7.252831,5.935516,3.097587,-0.708821,-2.651060,-7.307063,3.274315,-2.399810,-5.977265
830.000000,-1.991926,-1.166544,0.101068,1.152188,0.528611,0.574145,0.530245,0.620654,0.498095,0.457585,-4.015572,2.650919,-0.609687,-3.289912,3.594540,-7.254380,5.937181,3.099318,-0.707804,-2.652011,-7.308915,3.274931,-2.400756,-5.979201
831.000000,-1.993519,-1.166707,0.101030,1.152846,0.528840,0.574297,0.530742,0.620531,0.498179,0.457797,-4.016401,2.651223,-0.609992,-3.290440,3.595621,-7.255927,5.938843,3.101048,-0.706786,-2.652961,-7.310763,3.275545,-2.401701,-5.981134
832.000000,-1.995112,-1.166870,0.100991,1.153504,0.529068,0.574449,0.531239,0.620407,0.498263,0.458010,-4.017229,2.651527,-0.610296,-3.290966,3.596701,-7.257471,5.940502,3.102775,-0.705768,-2.653908,-7.312609,3.276159,-2.402644,-5.983065
833.000000,-1.996704,-1.167033,0.100953,1.154162,0.529295,0.574601,0.531735,0.620284,0.498348,0.458222,-4.018056,2.651832,-0.610600,-3.291492,3.597778,-7.259013,5.942159,3.104499,-0.704749,-2.654854,-7.314453,3.276771,-2.403587,-5.984993
834.000000,-1.998295,-1.167195,0.100914,1.154820,0.529523,0.574752,0.532231,0.620162,0.498432,0.458434,-4.018882,2.652137,-0.610903,-3.292016,3.598855,-7.260553,5.943813,3.106221,-0.703729,-2.655798,-7.316293,3.277383,-2.404529,-5.986918
835.000000,-1.999885,-1.167358,0.100876,1.155477,0.529749,0.574903,0.532726,0.620039,0.498516,0.458646,-4.019707,2.652443,-0.611207,-3.292539,3.599929,-7.262090,5.945464,3.107941,-0.702709,-2.656741,-7.318130,3.277994,-2.405470,-5.988840
836.000000,-2.001475,-1.167521,0.100838,1.156134,0.529975,0.575054,0.533221,0.619917,0.498600,0.458857,-4.020530,2.652750,-0.611510,-3.293062,3.601002,-7.263625,5.947113,3.109659,-0.701689,-2.657681,-7.319965,3.278604,-2.406410,-5.990760
837.000000,-2.003064,-1.167684,0.100801,1.156791,0.530201,0.575204,0.533715,0.619795,0.498684,0.459069,-4.021353,2.653057,-0.611812,-3.293583,3.602074,-7.265157,5.948760,3.111374,-0.700668,-2.658620,-7.321797,3.279214,-2.407348,-5.992677
838.000000,-2.004652,-1.167846,0.100763,1.157448,0.530426,0.575354,0.534209,0.619674,0.498769,0.459280,-4.022175,2.653365,-0.612115,-3.294103,3.603144,-7.266687,5.950404,3.113087,-0.699646,-2.659557,-7.323627,3.279822,-2.408286,-5.994591
839.000000,-2.006240,-1.168009,0.100725,1.158105,0.530651,0.575504,0.534702,0.619553,0.498853,0.459490,-4.022995,2.653673,-0.612417,-3.294622,3.604212,-7.268214,5.952045,3.114798,-0.698624,-2.660493,-7.325453,3.280429,-2.409223,-5.996503
840.000000,-2.007827,-1.168172,0.100688,1.158761,0.530875,0.575653,0.535195,0.619432,0.498937,0.459701,-4.023814,2.653982,-0.612719,-3.295140,3.605279,-7.269740,5.953684,3.116506,-0.697601,-2.661426,-7.327277,3.281036,-2.410159,-5.998411
841.000000,-2.009413,-1.168334,0.100651,1.159417,0.531099,0.575803,0.535687,0.619311,0.499021,0.459912,-4.024633,2.654292,-0.613021,-3.295657,3.606345,-7.271262,5.955321,3.118212,-0.696578,-2.662358,-7.329098,3.281642,-2.411093,-6.000317
842.000000,-2.010998,-1.168497,0.100614,1.160072,0.531322,0.575951,0.536179,0.619191,0.499105,0.460122,-4.025450,2.654602,-0.613322,-3.296173,3.607409,-7.272783,5.956955,3.119915,-0.695555,-2.663289,-7.330916,3.282247,-2.412027,-6.002221
843.000000,-2.012583,-1.168659,0.100577,1.160728,0.531545,0.576100,0.536670,0.619071,0.499189,0.460332,-4.026266,2.654913,-0.613623,-3.296688,3.608471,-7.274301,5.958586,3.121617,-0.694530,-2.664217,-7.332731,3.282851,-2.412960,-6.004122
